Project,Scenario,Dollar_year,Weather_year,Start_day,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambium24,allScenarios,2023$,2012,Sunday,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,Geography,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Energy Capacity,Energy Capacity,Energy Capacity
LowRECost_HighNGPrice,MISO_South,2050,317827680,24824512,59841.3,2691573.5,345403620,306402301.7,112277360,53707050,26441098,0.0359,0.054,0.12,106263.34,69329.2,19.4,0.4,0.04,3.6,148.7,0.04,19.5,8,27.5,20.2,0.4,0.04,3.7,154.5,0.04,20.2,8.3,28.5,53.4,1,0.1,6.3,399.1,0.02,53.4,18.2,71.7,141.5,2.7,0.27,16.7,1060.4,0.06,141.6,48.3,190,6181759.7,117.5,11.9,1143968.3,47321,11.4,6188523.4,2557253.8,8745777.2,20.32,18.9,0,39.22,22.33,21.93,0,44.25,13124575,17859322,30983898,318137660,233126240,21200552,1116615.9,0,0,0,4867617,16234429,63595.7,0,3534542.8,42746000,67309,48377.8,111591570,116667060,0,18427.9,154.7,0,0,3241.9,20051,3267.6,0,1257.2,5351.7,1093.5,30,57350,0,39950.4,73711.5,240,0
LowRECost_HighNGPrice,NYISO,2025,158741890,1217472.6,593295.8,252671.9,160805330,153034826.7,131386690,3419888.5,510672.3,0.0359,0.054,0.12,34179.15,36512,176.3,4.4,0.65,23.6,1265.6,0.21,176.6,61.4,238,188,5,0.73,24.9,1344,0.22,188.4,65,253.3,231.4,7.3,1.2,28.4,1304.4,0.3,232,67.4,299.3,616.8,26.1,4.06,67.3,3362.9,0.69,618.7,167.7,786.4,27837414.8,700.6,103.4,3727444.9,199838.4,32.7,27886509.1,9691555.5,37578064.6,42.61,6.74,2.7,52.05,45.14,7.35,2.85,55.35,0,0,0,157896110,29418644,1038418.5,1989598.8,10776737,0,0,3570584.5,49532310,808309.3,0,26503520,26688192,10660106,480280.2,7142989,18275934,429137,1745.6,389.6,0,0,2568.9,9588.7,2662.1,0,4553.7,3341.3,12192.8,1426.8,4151.2,132,5485,6982.5,11414.4,0
LowRECost_HighNGPrice,NYISO,2030,170298820,2955379.2,1376205.5,241270.8,174871680,164175433.1,106207864,4979055.5,3988261.2,0.0359,0.054,0.12,34175.61,38288.7,76.7,1.7,0.22,11.1,511.9,0.09,76.8,26.4,103.2,87.1,2.2,0.29,12.2,571,0.1,87.2,29.3,116.5,145.5,4.6,0.71,17.3,766.7,0.16,145.8,40.2,186,507.4,23,3.23,50.2,2772.2,0.36,509,132.9,641.9,13337060.4,298.5,38.8,1929861.1,89009.5,15.5,13356538.3,4586570.4,17943108.7,39.02,6.02,3.29,48.37,41.57,6.62,3.49,51.71,327622,21585.4,349207.4,173880880,68663816,2521215.2,1989598.8,13349844,0,0,4285654.5,29027228,171305.8,0,27693900,26688192,2674649.5,1101136.1,20258720,29794886,14324554,3000,389.6,0,0,3088,8656.5,258.7,0,4745.1,3341.3,7985.8,1426.8,11597.5,3801,7937,12000,11414.4,0
LowRECost_HighNGPrice,NYISO,2035,186261310,4706514,1442210.4,424347.3,192834380,179563188,106074904,11880591,8491582,0.0359,0.054,0.12,87868.57,41052.1,67,1.6,0.22,9.7,426.7,0.09,67.1,22.5,89.6,72.4,1.7,0.23,10.5,466,0.09,72.5,24.4,96.9,150.9,4.1,0.66,18.7,802.1,0.17,151.2,42.6,193.8,351.9,8,1.06,42.5,2293.2,0.27,352.4,110.9,463.3,12699089.8,299.2,41.3,1844365.6,80834.8,16.2,12719271.9,4257666.1,16976938,38.31,15.47,0,53.78,41.07,17.11,0,58.18,2564231,556649.8,3120880.8,189445380,86759480,4014424.8,1584482.1,12956612,0,0,4982120.5,25757636,85235.8,0,27104676,26688192,3339787.5,1154845.2,20098354,30040880,31638124,4574.2,334.6,0,0,3640.8,8656.5,258.7,0,4752.2,3341.3,6974.1,1426.8,11597.5,9000,7937,18296.8,11414.4,0
LowRECost_HighNGPrice,NYISO,2040,203176670,12228478,1316421.2,759725.3,217481300,195869801.4,81049070,25204752,21815860,0.036,0.054,0.12,251457.94,45117.1,0,0,0,1.4,3,0.03,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.9,6.2,0.71,35.8,2131.6,0.17,300.3,99.3,399.6,0,0,0,304851.4,643.9,5.6,0,325572.8,325572.8,34.94,43.98,3.26,82.22,37.85,50.18,3.5,91.58,6038952.5,2689947.8,8728900,214092400,136432220,10425880,1584482.1,11786323,0,0,6578658.5,0,0,0,26114852,26688192,0,1060450.1,34505496,57514696,37833372,12463.7,334.6,0,0,4819.8,0,0,0,4763.2,3341.3,0,1426.8,20917.3,10733.2,16343.6,49855,11414.4,0
LowRECost_HighNGPrice,NYISO,2045,221359070,14128266,1422488.4,871133.6,237780960,213398366.3,78229350,28253658,28095530,0.0359,0.054,0.12,251352.45,49691.5,0,0,0,1.3,2.7,0.02,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.1,5.8,0.67,33.9,2025,0.16,284.4,94.2,378.7,0,0,0,304851.4,643.9,5.6,0,325572.8,325572.8,31.23,44.27,4.52,80.09,33.91,50.69,4.87,89.54,8651545,4273133.5,12924679,237622830,159551620,12038052,1584482.1,10938643,0,0,9163931,0,0,0,25682728,26688192,0,1139122.5,40737444,69479770,40170480,13894.1,334.6,0,0,6672.4,0,0,0,4769,3341.3,0,1426.8,24980,11461.8,19960.8,55576.5,11414.4,0
LowRECost_HighNGPrice,NYISO,2050,238796640,16881726,1435401.4,1004800.7,258118580,230209041.6,83806280,40802320,27702908,0.0359,0.054,0.12,249990.45,54235.1,0,0,0,0.9,1.8,0.02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.1,5.2,0.57,31.3,1915.1,0.14,263.4,88.4,351.8,0,0,0,220387.3,443,3.7,0,234602,234602,29.7,43.98,8.42,82.26,32.33,50.67,9.09,92.26,8500046,4476676.5,12976722,245019170,174312300,14409867,1584482.1,10781866,0,0,11900153,0,0,0,25683064,17086578,0,1161013.2,42553940,79116460,40741744,17089.1,334.6,0,0,8637.7,0,0,0,4769,2139.2,0,1426.8,25871.9,11461.8,22829.2,68356.6,11414.4,0
LowRECost_HighNGPrice,NorthernGrid_East,2025,54637384,63775.7,0,547459.4,55248620,52672853.9,40407696,7815526.5,3242016.5,0.0359,0.054,0.12,78541.75,10625.9,249.9,27.5,3.99,9.1,638.6,0.12,251.8,28.2,279.9,218.3,23.9,3.47,8.1,566.3,0.11,220,25,245,776.4,73.1,10.49,38.8,2893.4,0.38,781.5,125.1,906.6,743.4,72.9,10.51,34.5,2539,0.37,748.4,110.3,858.7,12662597.9,1394.1,202.2,460707,32361.2,6.2,12759342.2,1426776.8,14186119,29.91,13.89,0,43.8,31.65,14.89,0,46.54,491.8,0,491.8,50675110,14840923,53835.3,319198.3,125881.4,11734360,0,1192630.8,1798589.6,0,74468.4,21727854,0,0,0,1632495.1,12015797,0,231,47.5,3746.3,0,797.2,549.3,789.1,10,5581.2,0,309.1,0,829,0,3416.2,924,0,0
LowRECost_HighNGPrice,NorthernGrid_East,2030,60358284,160256.6,0,1072202.4,61590744,58188011.4,20763784,5706491.5,13625437,0.0359,0.054,0.12,78538.7,11740,104.2,11.9,1.72,3.4,234.2,0.05,105,10.4,115.4,98,11.1,1.62,3.3,221.7,0.05,98.8,9.9,108.7,131.9,12.3,1.76,6.7,448.2,0.06,132.8,20.1,152.8,605.4,63.7,9.21,24.1,1653,0.29,609.8,73.4,683.3,7241013.7,824.9,119.9,238667.6,16279.4,3.6,7298326.5,724773,8023099.5,21.26,13.29,0,34.55,22.55,14.31,0,36.86,712576.3,15116.3,727694.1,69509700,40826964,136664,233755.5,118586.9,6977449.5,0,1345933.1,253846.3,0,73599.8,20888828,0,0,0,1652092.2,37828936,0,231,35.9,3559.9,0,901.6,549.3,0,10,5739.2,0,0,0,829,0,9664.6,924,0,0
LowRECost_HighNGPrice,NorthernGrid_East,2035,70286420,275243.7,0,1721310.6,72282980,67759084.7,19365608,18216018,20954284,0.036,0.054,0.12,115074.59,14042.4,1.6,0,0,0.3,12.4,0,1.6,0.7,2.3,2,0,0,0.3,15.1,0,2,0.8,2.8,58.2,1.1,0.11,6.9,437.8,0.03,58.3,19.9,78.2,179,3.4,0.35,21.2,1342.7,0.08,179.2,61.2,240.4,121728.3,2.3,0.2,21774.2,927.6,0.1,121859.3,49440.5,171299.8,23.22,18.61,0,41.83,24.65,20.12,0,44.77,1761784.8,1137463.1,2899248,75021240,52917364,234369.2,233755.5,119662.6,0,0,1340265.4,305582.6,15875,73618.3,21121012,0,0,0,9970830,41606268,0,231,35.9,0,0,902.4,549.3,1028.2,10,5739.2,0,0,0,5119.6,0,10621.9,924,0,0
LowRECost_HighNGPrice,NorthernGrid_East,2040,77372900,359793.4,0,1773550.2,79506240,74590802.7,5709813.5,15559917,30033980,0.0359,0.054,0.12,95513.38,15445.4,0.8,0,0,0.2,6.2,0,0.8,0.4,1.2,1.1,0,0,0.2,8.2,0,1.1,0.5,1.5,78.5,1.5,0.15,9.3,591.2,0.03,78.5,26.9,105.4,153.1,2.9,0.3,18.1,1148.9,0.07,153.3,52.4,205.6,75714.9,1.4,0.1,16338.6,580.4,0.1,75796.4,33652.1,109448.5,19.78,14.73,0,34.51,20.93,15.88,0,36.8,7360193.5,1856014.8,9216211,93980300,73796424,305779.3,233755.5,103538.5,0,0,1368491.4,199023.6,3606.4,64238.8,19273938,0,0,0,9408077,63019852,0,231.1,35.9,0,0,932.8,549.3,1028.2,10,5739.2,0,0,0,5119.6,0,18188,924.3,0,0
LowRECost_HighNGPrice,NorthernGrid_East,2045,84177660,332519.4,0,1968065.4,86478250,81150853.5,3409074.5,16158870,31957884,0.0359,0.054,0.12,111574.94,17093.6,0.7,0,0,0.2,5.3,0,0.7,0.3,1,0.9,0,0,0.2,6.6,0,0.9,0.4,1.2,134,2.5,0.25,15.8,1010.9,0.06,134.2,46,180.2,134.8,2.6,0.27,16,1003.8,0.06,135,45.9,180.9,70632.5,1.3,0.1,15738.2,542,0.1,70708.5,31908.2,102616.7,17.23,17.65,0,34.88,18.19,19.01,0,37.19,13395852,2150607.8,15546461,102277260,83069176,284375.7,233755.5,92373.5,0,0,1421151.2,185290,4562.2,61819,18345914,0,0,0,9285651,72362370,0,231.1,35.9,0,0,968,589.3,1117.4,10,5739.2,0,0,0,5119.6,0,21653.8,924.3,0,0
LowRECost_HighNGPrice,NorthernGrid_East,2050,90001070,315991.7,0,2208197.8,92525256,86764865.2,-1520337.4,16209482,34592976,0.0359,0.054,0.12,113095.02,18575.5,0.5,0,0,0.1,4,0,0.5,0.2,0.8,0.6,0,0,0.1,4.9,0,0.6,0.3,0.9,116.3,2.2,0.22,13.7,876.7,0.05,116.4,39.9,156.3,121.2,2.3,0.23,14.3,912.5,0.05,121.4,41.5,162.9,58123.6,1.1,0.1,14260.6,447.6,0.1,58186.1,27616.1,85802.2,15.36,18.26,0,33.62,16.2,19.66,0,35.86,19985812,3171558.2,23157380,110908750,94045600,268681.2,233755.5,84671.8,0,0,1476359.5,150378.8,5207.4,60543.2,16059922,0,0,0,10810708,81758530,0,231.1,35.9,0,0,1007.8,589.3,1117.4,10,5739.2,0,0,0,6144.2,0,25065.7,924.3,0,0
LowRECost_HighNGPrice,NorthernGrid_South,2025,84253224,1741091.4,0,250053.2,86244370,81224471.6,57571276,3921708.8,3972218.5,0.0359,0.054,0.12,82865.2,18952.8,334.6,28.2,4.01,19.8,1498.8,0.16,336.6,64.5,401.1,357.6,30.5,4.34,20.9,1575.6,0.17,359.7,67.9,427.6,454,25.7,3.52,38.2,2938.4,0.22,455.8,125.8,581.6,593.5,38.3,5.31,45.6,3509.6,0.28,596,150.3,746.3,28875917.3,2432.1,345.8,1710190.6,129342.5,13.7,29042801.8,5568340.4,34611142.2,35.05,15.79,0,50.84,37.26,17.33,0,54.58,0,571.2,571.2,86294880,28673092,1483145,322711.6,0,19807912,0,2536210.8,23903804,11360,5358746.5,6733541,0,569,0,24122660,2014221,0,1132.4,50.4,3004.1,0,1379.6,8385.4,1872.3,719.6,3518.7,0,717.1,0,9864.8,0,739.7,4529.4,0,0
LowRECost_HighNGPrice,NorthernGrid_South,2030,94292650,1914734.6,0,985187.2,97192570,90902844.8,44947612,21643384,21322880,0.0359,0.054,0.12,82842.48,21302.4,215.3,19.7,2.82,11.4,753.2,0.1,216.6,33.8,250.5,222.6,20.3,2.91,11.8,780.7,0.11,224,35.1,259.2,100.7,6.6,0.91,7.7,499.4,0.05,101.2,22.6,123.7,599.4,50.3,7.15,35.5,2349.1,0.28,602.9,105.5,708.4,20855251.2,1907.7,273.1,1101137.6,72962.9,10,20986650.8,3278163.5,24264814.4,32.25,15.95,0,48.2,34.46,17.63,0,52.09,59187.7,2763986,2827651.8,96872060,52244960,1629040.5,322711.6,0,15876427,0,3002706.2,13210046,6952.8,6847992,6733541,0,396.9,0,42884376,6357877.5,0,1132.4,50.4,3004.1,0,1658.9,7842.3,1545.4,954.2,3518.7,0,437.9,0,17961.5,0,1951.7,4529.4,0,0
LowRECost_HighNGPrice,NorthernGrid_South,2035,109382250,12853663,0,1299617.8,123535510,105449887.5,47040092,30057098,24982114,0.0359,0.054,0.12,81917.21,24696.6,56.4,1.1,0.11,6.7,425.6,0.02,56.5,19.4,75.8,59.8,1.1,0.11,7.2,451.8,0.03,59.9,20.6,80.5,97.9,1.8,0.19,11.6,738.1,0.04,98,33.6,131.6,271.7,5.2,0.52,32.1,2039.5,0.12,272,92.9,365,6680496,125.9,12.6,792000.9,50413.1,2.9,6687686.2,2295104.8,8982791,32.33,14.39,0,46.72,36.39,17.36,0,53.75,414034.2,12110969,12527797,118460540,76495430,10953179,101738.8,0,0,0,3094069.5,17811936,647.8,6367869.5,6729075,0,664.2,0,65590900,7810463,0,7911.8,20.4,0,0,1795.3,10397,1429.3,954.2,3518.7,0,253.6,0,30778.2,0,2417.2,31647,0,0
LowRECost_HighNGPrice,NorthernGrid_South,2040,124747050,27883004,0,1635182.4,154265230,120262277.7,52457716,37258388,32464884,0.0359,0.054,0.12,77418.78,28653.1,27.4,0.5,0.05,3.3,207.1,0.01,27.5,9.4,36.9,30.5,0.6,0.06,3.7,230.1,0.01,30.5,10.5,41,76.1,1.4,0.14,9,573.5,0.03,76.2,26.1,102.3,231.6,4.4,0.44,27.4,1742.5,0.1,231.9,79.3,311.2,4101409.8,77.3,7.7,487331,30951.4,1.8,4105824.3,1410171.8,5515996.1,27.49,12.64,0,40.13,32.53,16.73,0,49.26,697278.4,17275744,17975536,149471730,101807520,23720370,101738.8,0,0,0,3226492.2,11060325,375,6070636,6710251,0,518.4,0,85183890,13397141,0,15950.7,20.4,0,0,1842.6,10324,1429.3,938.6,3518.7,0,239.6,0,39971.1,0,4086.1,68594.4,0,0
LowRECost_HighNGPrice,NorthernGrid_South,2045,138886180,30040620,0,1937866.2,170864660,133893102.3,47433476,41997920,44955400,0.0359,0.054,0.12,101864.46,32596.7,28.3,0.5,0.05,3.4,213.6,0.01,28.3,9.7,38.1,30.6,0.6,0.06,3.7,231,0.01,30.6,10.6,41.2,112.1,2.1,0.21,13.2,845.9,0.05,112.3,38.5,150.7,200.4,3.8,0.38,23.7,1506.9,0.09,200.6,68.6,269.2,4919471.6,92.7,9.3,583965.4,37126,2.1,4924765.9,1690906.8,6615672.7,23.71,17,0,40.71,28.4,22.35,0,50.75,1836362.2,26730522,28568628,173822130,123431180,25522328,101738.8,0,0,0,3462800,13641955,556.6,4453331.5,6670898,0,149.1,0,95813070,24155308,0,17172.2,20.4,0,0,1975.6,13474.7,1412.2,739.2,3518.7,0,239.6,0,47312.6,0,8055.1,73480.6,0,0
LowRECost_HighNGPrice,NorthernGrid_South,2050,152025470,34336972,0,2144299,188506750,146560143.7,51315604,46189480,47072360,0.0359,0.0539,0.12,112024.56,36522.6,23.4,0.4,0.04,2.8,176.6,0.01,23.4,8,31.5,24.9,0.5,0.05,3,188.3,0.01,25,8.6,33.6,83.2,1.6,0.16,9.8,627.2,0.04,83.3,28.5,111.8,181.8,3.4,0.34,21.5,1370.5,0.08,182,62.3,244.3,4432235.4,83.5,8.4,526406.6,33449.8,1.9,4437005.1,1523739.7,5960744.9,21.57,18.98,0,40.55,26.26,25.18,0,51.44,1554352,35899828,37456216,189389630,137191150,29240876,101738.8,0,0,0,3821997.5,12392118,162.2,3781284.8,6682294.5,0,8.1,0,105654450,27714698,0,20173.9,20.4,0,0,2154.4,14994.3,1114.2,657.3,3518.7,0,11.4,0,54308.9,0,9085.6,85487.2,0,0
LowRECost_HighNGPrice,NorthernGrid_West,2025,158100640,6216.8,176212.9,2291281.8,160574350,152414716.7,132030480,100067.2,26390682,0.036,0.054,0.12,80611.13,33227.5,18.3,0.3,0.03,2.8,172,0.02,18.3,8,26.3,20.6,0.4,0.04,3.1,193,0.02,20.6,8.9,29.5,281.3,13.6,1.81,25.8,2001.7,0.13,282.2,85.5,367.7,397.2,23.7,3.25,32.3,2498.5,0.18,398.8,106.8,505.5,3412468.6,64.3,6.4,531784.2,32133,3.5,3416140.8,1490307.9,4906448.8,26.39,13.83,0,40.22,28,14.86,0,42.86,0,0,0,186864980,28543876,5282.9,1228183.5,8107109.5,0,0,853512.5,8928101,0,145213.4,130574030,9193461,0,139720.4,3642598.5,24047764,0,20.1,205.7,0,0,682.1,6007.1,1371.8,19.5,30835.3,1151,2.5,314,1961.8,0,7528,80.2,2512,0
LowRECost_HighNGPrice,NorthernGrid_West,2030,174448350,15441.1,258312,2758940.2,177481040,168174908.6,113817830,2353785.8,33507212,0.036,0.054,0.12,80604.25,35392,7.4,0.1,0.01,1.4,56.7,0.01,7.4,3.1,10.4,6.4,0.1,0.01,0.9,48,0.01,6.4,2.4,8.7,34.5,1.6,0.22,3.2,205,0.02,34.6,9.3,43.9,408,36.3,5.18,22.3,1486.2,0.19,410.5,66.6,477.1,1536475.3,29,2.9,289147.8,11819.5,2.6,1538128.7,642083,2180211.7,22.88,13.42,0,36.3,24.25,14.39,0,38.64,952095.5,114039,1066292.6,208634480,63663220,13080.3,694166,6138839.5,0,0,1561202.4,4034968.5,983,141872.6,124545490,9193461,0,208400,6224172.5,55877836,0,20.1,133.2,0,0,1239.4,5675.3,793.6,19.5,31715.2,1151,0,314,3251.4,0,15927.1,80.2,2512,0
LowRECost_HighNGPrice,NorthernGrid_West,2035,194986430,23126,420712.1,3283103.2,198713380,187974581,104039144,4901291.5,40557504,0.036,0.054,0.12,106829.71,39188.2,6.1,0.1,0.01,1.2,46.8,0.01,6.1,2.6,8.6,4.4,0.1,0.01,0.7,33.6,0,4.4,1.7,6.1,18.4,0.3,0.04,2.2,138.4,0.01,18.4,6.3,24.7,191.1,3.7,0.38,22.6,1426.2,0.09,191.3,65.1,256.4,1424905.2,26.9,2.7,270474.4,10970.9,2.5,1426438.6,598100.3,2024538.9,24.09,17.79,0,41.89,25.54,19.12,0,44.66,3774466.5,2673062.8,6447740.5,234369580,94674230,19581.5,581470,5351195.5,0,0,2130272.2,3722230.5,0,130050,120362264,9193461,0,335094.7,21062036,71481930,0,19.4,117.9,0,0,1720.8,5538.3,748.6,19.5,31726.4,1151,0,314,11777.3,0,21291.5,77.7,2512,0
LowRECost_HighNGPrice,NorthernGrid_West,2040,214420690,3447.8,474889.2,3389924.8,218288940,206710103.9,108979950,7809025,38138184,0.036,0.054,0.12,101041.74,43287.4,5.7,0.1,0.01,1.1,43.9,0.01,5.7,2.4,8.1,3.9,0.1,0.01,0.6,29.8,0,3.9,1.5,5.4,17.1,0.3,0.03,2,129.2,0.01,17.2,5.9,23,160.9,3,0.3,19,1213.1,0.07,161,55.2,216.2,1415806.8,26.7,2.7,269399.6,10902.2,2.5,1417330.4,594978.4,2012308.8,22.82,17,0,39.83,24.18,18.29,0,42.47,6134627.5,4138980.5,10273756,248618110,109308990,2937.1,581470,5737001.5,0,0,2214890,3694372,0,126382.9,119597490,9193461,0,375989.6,26010086,81084020,0,2.5,117.9,0,0,1787.1,5538.3,748.6,19.5,31726.4,1151,0,314,14752.3,0,24153.9,10,2512,0
LowRECost_HighNGPrice,NorthernGrid_West,2045,232522140,3605.9,522884.2,4172705.2,237221340,224160727.9,101293850,11505822,48511410,0.036,0.054,0.12,119228.43,46963.4,4.7,0.1,0.01,0.9,36,0.01,4.7,2,6.7,3.2,0.1,0.01,0.5,24.2,0,3.2,1.2,4.4,20,0.4,0.04,2.4,150.9,0.01,20,6.9,26.9,150.6,2.9,0.3,17.8,1125.7,0.07,150.8,51.4,202.2,1279325.3,24.1,2.4,253277,9872.3,2.5,1280702,548148.3,1828850.3,20.79,19.99,0,40.78,22.03,21.55,0,43.58,12407488,6454830.5,18862318,274226940,135927490,3059.8,581470,4790137.5,0,0,2311722.8,3338053,2098.8,0,119977430,9193461,0,413723.6,29275872,104339900,0,2.5,117.9,0,0,1869,5061.3,2578.3,0,31726.4,1151,0,314,17142,0,32677.1,10,2512,0
LowRECost_HighNGPrice,NorthernGrid_West,2050,249583570,151256.1,569079.2,4915078.5,255218980,240608726.2,88650830,13440155,56885388,0.036,0.054,0.12,120095.91,50377.6,3.1,0.1,0.01,0.7,24.3,0.01,3.1,1.4,4.6,2.3,0,0,0.4,17.7,0,2.3,0.9,3.2,19.4,0.4,0.04,2.3,146.5,0.01,19.4,6.7,26.1,141.3,2.7,0.27,16.7,1065.4,0.06,141.5,48.5,189.9,930897.3,17.5,1.8,212117.1,7243,2.3,931899,428594,1360493,18.72,20.03,0,38.75,19.88,21.64,0,41.52,16937542,8173563,25111106,298664200,166568130,128175.2,581470,5594499,0,0,2459926.2,2441186,9626.4,0,113692750,9193461,0,454908.1,33926696,130181500,0,122.1,117.9,0,0,1979.5,4370,3975,0,31726.4,1151,0,314,19982.4,0,40912.2,488.4,2512,0
LowRECost_HighNGPrice,PJM_East,2025,729503100,5090516,5293846.5,4213715.5,744101200,703274033.5,655672450,2403243.2,4550572.5,0.0359,0.054,0.12,57059.25,166849.3,364.7,27.5,3.87,26.6,1874.7,0.22,366.5,82.6,449.1,384.2,29,4.08,28,1971.3,0.23,386.2,86.8,473.1,292.8,6.7,0.74,33.7,2626.7,0.13,293.2,112,405.2,624.4,41.3,5.82,48.1,3453.2,0.35,627.3,151.1,778.4,272121346,20487,2885.6,19882021.7,1398980.9,161.4,273519633.7,61615711.5,335135345.3,36.72,11.43,0.11,48.26,38.94,12.52,0.11,51.57,587,0.4,587.4,746248500,88428700,4342630,5811802.5,0,173320100,0,6581960,297931680,2615478.8,0,9139849,159425470,942571.9,4290225.5,44656384,37148876,41483,3015.4,1143.7,37922.3,0,4582.2,55100.1,21617.7,0,3160.5,19959.7,9042.1,5203,23248.2,12,11764.8,16160.2,41624,0
LowRECost_HighNGPrice,PJM_East,2030,777558660,7986630.5,4218302.5,5385315.5,795148900,749600215.4,609783740,41554940,8162558.5,0.0359,0.054,0.12,57055.8,175313,344,30.1,4.29,21.4,1283.2,0.21,346.1,59.7,405.7,348.3,30.6,4.36,21.5,1291.5,0.21,350.4,60.1,410.5,152.3,7.9,1.08,13.7,837.3,0.08,152.8,38.7,191.5,560.8,43.7,6.2,36.6,2340.5,0.28,563.8,106.4,670.2,262058202.6,22901,3267.9,16269983.2,977516.8,158,263632778.6,45443106.7,309075885.3,38.53,10.94,0.11,49.58,40.86,11.98,0.12,52.96,36798.4,1780.5,38578.9,761756540,185365180,6830473,4394278,0,189510140,0,11029851,201354510,1396257.5,0,9388861,159425470,670919.8,3420445.5,59671210,79350776,35313356,6665.4,951.3,30915,0,7642.3,54823.5,20937.2,0,3227.5,19959.7,7206.1,5203,30373.8,9305.5,22784,30760.3,41624,0
LowRECost_HighNGPrice,PJM_East,2035,847549400,28597274,6112119.5,7117689.5,889376450,817072975.2,478177120,98247064,16968370,0.0359,0.054,0.12,80688.56,191851.3,91.7,1.8,0.18,12.8,688.6,0.08,91.8,33.4,125.2,90.5,1.7,0.18,12.7,679,0.08,90.6,33,123.6,121.9,2.7,0.34,14.6,824.2,0.08,122.1,39.2,161.3,273.6,5.6,0.65,32.6,1941.7,0.16,274,90.5,364.5,74120200.1,1421.4,146.8,10352144.2,556478.8,66.7,74202629.4,26953417.2,101156046.6,39.52,14.33,0,53.85,42.41,16.04,0,58.45,3524482.8,1635902,5160385,808097700,411199330,24430916,4394278,0,0,0,15082373,187854770,5081410,0,9405458,159425470,1348449.5,4957700,135847650,176953300,83316000,22391.9,951.3,0,0,10461.9,54733.5,20937.2,0,3251.5,19959.7,5749.7,5203,69728.4,21775.5,53156.1,93666.3,41624,0
LowRECost_HighNGPrice,PJM_East,2040,922466300,31392022,6194954,8131162.5,968184450,889295306.7,500494500,129867880,23388576,0.0359,0.054,0.12,116280.96,208910.7,83.1,1.6,0.16,11.7,624.5,0.08,83.2,30.3,113.4,78.9,1.5,0.16,11.2,593.2,0.07,79,28.9,107.8,150.1,2.9,0.3,17.8,1121.3,0.07,150.3,51.2,201.5,251,5.1,0.58,29.9,1797.4,0.14,251.4,83.5,334.9,71573710.6,1370,141,10044159.4,538147.5,65.3,71653028.3,26098773.5,97751801.8,36.67,20.96,0,57.63,39.36,23.44,0,62.8,5924800,2370095.5,8294895,861705100,467689920,26832968,4341244.5,0,0,0,18096764,183147620,4732498,0,9396000,159425470,1116225,5023185.5,138542060,209930900,101120216,26320.2,944.1,0,0,12605.8,60473.5,21607.9,0,3251.5,19959.7,5166.7,5203,70987.9,26300.5,61563,105280.7,41624,0
